,Date,User,Comment
991,,,"It's a tricky and difficult diplomatic brouhaha between the two sister nations. Trying to bully each other in this day and age simply won't work. We have endless possibilities working together and much more to lose by isolating one another. In every negotiation mutual respect is key. Unfortunately I think this is more of a grassroot problem than the diplomats understand. Whether it's low self esteem or whatsoever it may be about wherever we sojourn, the attitude of some of us seriously irritate our hosts.Here in Lagos you see landlords first asking which part of nigeria you're from before collecting rent. It will shock you to know the number of Africans living in this country and you will never know they are not part of you, but when we go out we want to impose our lifestyle on our hosts and not everyone will accept it.The border closure has not helped. Farm produce worth millions of dollars perished at Seme border. Those we closed the borders against have adjusted and calling the bluff! It's not a call to war but to negotiate. If you hold all the cards then we can't play.If not for the inefficiency of the human beings at the borders that allow banned goods in why would a nation close it's borders in the first place?While the parleys go on at the national level, let's learn to live one with another."
992,"5:11pm On Sep 22, 2020 ",Ironi,
993,,,"Akuffo Addo’s visit to nigeria 2 days ago had nothing to do with Buhari, he had to call on Buhari as a courtesy.Akuffo was on a working visited to the ECOWAS office To meet the staff for the first time and introduce himself as the head of the ECOWAS, simple. He was on duty ."
994,"5:02pm On Sep 22, 2020 ",,
995,,,".I used the word harassment in the sentence because of the daily struggle or troubles it has caused the Nigerian Retailers, some which has result in loss of life, destruction of goods and you can see it is harassment.The border closure is linked because the Ghana minister of information has disclosed and claim such in his statement, while addressing the issue on retail trade, according to him (it has cause job loss for his country men).The Nigerian retailers in Ghana refused to obey your laws not every Nigerian is in Ghana.Try to be specific in your statement, it gives easy understanding in reading.  You are better than this."
996,"4:59pm On Sep 22, 2020 ",,
997,,," I used the word harassment in the sentence because of the daily struggle or troubles it has caused the Nigerian Retailers, some which has result in loss of life, destruction of goods and you can see it is harassment.The border closure is linked because the Ghana minister of information has disclosed and claim such in his statement, while addressing the issue on retail trade, according to him (it has cause job loss for his country men).The Nigerian retailers in Ghana refused to obey your laws not every Nigerian is in Ghana.Try to be specific in your statement, it gives easy understanding in reading."
998,"4:30pm On Sep 22, 2020 ",Ironi,
999,,,"So then you don’t call the closure of the shops harassment . Ghana is merely enforcing its laws.closure of the shops and closure of the Nigerian borders are not related , but the two actions can be said to be implemented in the interest of sovereignty .nigeria closed its borders to solve an internal issue , right? Ghana has made laws to deal with an internal issue and enforcing it, right ?Nothing wrong with the two situations at all, except Nigerians are too arrogant and lawless so they think they must have their way but we shall teach them how to obey laws!"
1000,"3:50pm On Sep 22, 2020 ",Ironi,
1001,,,"Yes, just like Akuffo Addo spoke to Buhari many times about the border closure and Buhari told him they would look into it. Almost 2 years now and they are still looking into it. ECOWAS notwithstanding, countries have their sovereign interest !Even so We can still make ECOWAS work.  The rules must be made to also respect the laws of sovereign nations otherwise we’ll have to remove all borders and abolish sovereignty and have one west African nation ."
1002,"3:41pm On Sep 22, 2020 ",bigtt76,
1003,,,"This guy should stop whining naaa no bilateral agreement has been reached. What happened was mere diplomatic fact finding mission. Vice president's visit was for a different  event and he used that opportunity to meet with the traders, no indication of him meeting with Ghana government officials on same.Ghana president visited nigeria on Sunday, there's the likelihood discussions may center around it but I can bet his visit was to brief Buhari on the Mali crisis and perhaps border closure issues. A bilateral agreement is the result of a high-level meeting between both countries' cabinet etc... It may take years to arrive at because concessions has to be met.  "
1004,"6:32am On Sep 21, 2020 ",Newbiee,
1005,,,"Ghana is not happy about the border closure things, nigeria imposed on them and other neighbors. That is the main reason for their aggression. They think that is the only way to make nigeria open its borders."
1006,"7:18pm On Sep 20, 2020 ",babaolofin,
1007,,,"I don't know if Seunmsg knows any of those lousy Tinubu's PA or Social Media team, he should please pass my messages to them.As for various idiocies and idiocracies making foolish comments about Lagos it would be better to let them die in fools Paradise. Firstly, the Lagos Ibadan express road which you mentioned was constructed in 1978 by Obj.  The money collected from tollgates until the the tollgates were dismantled was enough to reconstruct that road. No industry was sited on that road because Lagos was the capital and the management needs to be closer to FG. 99.5% of the industries or businesses on that road were established several years after capital was moved to Abuja and Lagos abandoned. In Africa and other part of the world capitals have been relocated. Lagos had been a trade hub before amalgamation of North and South of Niger. When Calabar was nigeria Capital, Lagos had been a trade hub. Lagos is the gateway to many countries. I was at Alaba Rago on Friday, despite border closure, businesses were going on between trucks going to Burkina Faso, Mali, Senegal, Ivory Coast, Niger, Gambia, Ghana, Benin Republic, Togo. Alaba Rago is Hausa wing of the Alaba market. In Computer Village and Alaba electronics, they have patronages from people from different nations. This has nothing to do with Lagos as Capital but because it is a West Africa Hub. I have seen goods at Onne Port marked NGA/LOS (nigeria / Lagos) and asked why goods shipped to Onne Port still bears NGA/LOS, I was told at the factories, that was the identification marker for goods coming to nigeria. Also, there are some shipping companies that only shipped to Lagos. Lagos to Accra is shorter than Lagos to Abuja. Goods produced in Lagos or goods marketed in Lagos have wide patronage as a Land, Sea and Air international border. A city that hardly sleeps. Most of those industries on Lagos / Ibadan express road came almost one or two decades after capital has been moved. The rate of returns on investment (ROI) on that road is very high and Payback period would be very short. Lagos carries nigeria burden. Thousands of Night buses and trucks are already on the way to Lagos from North and South."
1008,"2:56am On Sep 17, 2020 ",Blue3k,
1009,,,Source: https://nairametrics.com/2020/09/16/despite-billions-on-agriculture-food-inflation-up-by-108-since-2015/
1010,"3:50pm On Sep 16, 2020 ",MANNABBQGRILLS,
1011,,,"This closing of border issue is the backbone of this problem.That is the main crux of the matter..... No doubt about it!*They said we are the poverty capital of the world.Our Darling Daddy decided that we should just close our poverty stricken borders to the outside world so that we can manage on our own. Suddenly, scarcity hits Benin Republic, Togo, Niger.Demonstration hits Ghana, Vietnam, Thailand and other envoys all came calling.*  *Their economy depends on our poverty.They are begging the most corrupt nation on Earth to do business with them.They have no buyers for their commodity.In our neighbors domain, scarcity hit them hard.* It turned out they need us more than we need them.We have all it takes to stand alone as a nation.All we need is a plan and a willing leader.God bless nigeria*WE continue to STAND WITH THE border closure,It is for the good of all sane, honest and hardworking Nigerians. Again, God bless nigeria. Correct niggarrr.You are mouthed!Cheers!!"
1012,"1:34pm On Sep 16, 2020 ",Kent2020,
1013,,,"Bag of sachet water in Ghana is 400 naira,while i n nigeria its sold for 100naira,so what are you saying?"
1014,"10:26am On Sep 16, 2020 ",prof2007,
1015,,,"Nigerian Stock Exchange (NSE)30 index companies that are likely to outperform peers over the next 12 months.NSE30 Stocks Index are weighted by adjusted market capitalization, meaning number of listed shares multiplied by closing price, and a capping factor. It should be noted that only fully paid common stocks are included in the NSE30 index. The index is usually rebalanced on semi-annual basis, on the first working day in January and in July.Companies presently listed on the NSE30 Index include:• BANKS: GTBank Plc, Zenith Bank Plc, Stanbic IBTC Holdings Plc, Access Bank Plc, UBA Plc, FBN Holdings, Union Bank of nigeria Plc, Ecobank Transnational Inc, Fidelity Bank Plc, FCMB Group Plc, Sterling Bank Plc.• FMCGs: Nestle nigeria, Nigerian Breweries Plc, Dangote Sugar Refinery Plc, Unilever nigeria Plc, Guinness nigeria Plc, International Breweries Plc, Flour Mills of nigeria Plc.• OIL & GAS: Seplat petroleum Development Co. Plc, Mobil Oil Plc.• TELECOMMUNICATIONS: MTN nigeria Communications Plc, Airtel Africa Plc.• BUILDING MATERIALS: Dangote Cement Plc, BUA Cement Plc, Lafarge Cement, WAPCO Plc.• AGRO-INDUSTRIAL: Presco Plc.• AGRO-ALLIED: Notore Chemical Plc.• AGRICULTURE: Okomu Oil Palm Co Plc.• HOSPITALITY: Transcorp Hotels Plc.In a mail to Nairametrics, Equity Analyst, CardinalStone Research, Khalil Woli, gave vital insights on the top NSE30 stocks that investors and stock traders should consider buying.“Although domestic equities have delivered broadly negative returns in H12020 against a backdrop of weakening growth, currency concerns, and depressed earnings releases, we identify historically resilient names among the NSE 30 index that are likely to outperform peers over the next 12 months.“Specifically, we like stocks with track records of high profitability, low financial leverage, and less margin volatility,” he said. These stocks also have attractive upside potential for 2020 based on our target prices, and are relatively consistent with dividend payments.Notably, ZENITH and UBA have dividend yield that exceeds inflation levels. GUARANTY and STANBIC are also likely to offer dividend yield that are higher than the return on one-year T-Bill, going by their first-half performances. These banking names all announced interim dividends for the first half of the year.In the cement space, WAPCO and DANGCEM are currently trading at attractive prices in the market, despite strong earnings expectations for FY20. Both companies delivered impressive growth in profit after tax (DANGCEM, +5.8% YoY; WAPCO, + 60.0% YoY) in H1 2020, despite the COVID-19 impact on sales (principally noticed in April).DANGCEM and WAPCO are trading at 23.6% and 35.8% discounts respectively, to their 5-year average P/Es, despite expectations of higher ROEs in 2020.There is also a strong investment case for PRESCO and OKOMUOIL, as oil palm companies historically thrive during currency liquidity crisis in nigeria. Recall that OKOMU and PRESCO grew profits by over 100.0% YoY and 82.0% YoY respectively in 2016. border closure and potential FX-induced increase in domestic patronage are other arguments in favor of the sectorLastly, NESTLE is an obvious pick from the consumer goods space. The company has demonstrated high defensive attributes of consistent dividend payments and superior ROE (73.9% compared to a sector average of 27.6%), amidst macro headwinds of the last few years. Its healthy reliance on locally sourced raw materials makes an additional case for the stock, given recent naira pressure.In addition, Silas Ozoya, Managing Partner, SUBA Capital, in a chat with Nairametrics, used the prevailing macros in selecting his favorite NSE30 stocks.“My personal favorites are in the financial sector and consumer goods. This is because transactions happen every day and humans must consume house hold items. So, my first pick would be Zenith Bank, GTBank, and Sterling Bank. They are the stocks to hold in my portfolio, because of pond standing stability in the case of Zenith Bank and GTBank, and rapid growth in the case of Sterling Bank,” he said.Also, the consumer goods market is the next on his list. “Unilever, Flour Mills of Nigerian Plc, and Nestle would top my list here, because of the market and consumer behavior towards their products, which translates to a healthy bottom, capitalization, and dividend,” he added.Overall, the leadership of these companies, and their response to the ever-changing policies have shown how much longer they’re willing to keep the business running, which is a priority for any investor holding shares in their portfolio.SOURCE (abridged): https://nairametrics.com/2020/09/16/top-nse30-stocks-you-should-consider-buying/"
1016,"9:51am On Sep 12, 2020 ",surgical,
1017,,," what would be left for ECOWAS,where he is borrowing rice,beans and corn,how will they recover their grains,or are you not aware your government is also borrowing food after claiming self sufficiency in rice production as a gain of border closure."
1018,"10:59pm On Sep 10, 2020 ",,
1019,,,"In our street we pay #2000 per month for security levy And yet arm robbers do enter our street as if we are both living in the same estate together.fuel has increased and also electricity, i see graduates begging on every thread which is not suppose to be Young youths are into fraudulent actYou can't travel from one state to another peacefully,and we all know the reason why A country that we hardly produce eatable items,the president ordered for border closure Other neighbouring countries that want to import food for us out of pity so hunger won't strangle us to death  can't do that cause our border has been sealed Our currency is getting low everyday Can I even travel out and tell the white man that am a Nigerian without glancing at me for some minutesThis is the country we live in nigeriaI know am done for already for been raised here in this shit->hole we've passed through hard times, struggles, pain,brokenness, disgrace, embarrassment, snitch,we've done what our parents can't do even when they're like our age, and so on .But Believe me I'll try my possible best for my descendants not to pass through all of this"
1020,"9:03pm On Sep 10, 2020 ",mariahAngel,
1021,,,"Like a wise man once said  ""blaaaaaa...blaaaaaaaaaast....blah!"""
1022,"9:00pm On Sep 10, 2020 ",Cjrane2,
1023,,,"Nigerians always have a bloated megalomanic view of the true nigeria.The longer nigeria closed its borders, the clearer it became to other West African countries that they could indeed survive without nigeria! Unfortunately with the prolonged border closure,  nigeria has done its worst and the economies of other West african countries did not collapse as envisaged, nigeria now has next to nothing powers to dictate issues in the region.In time, Ghana will totally overcome its initial shock occassioned by closing of nigeria's borders and they will implement other punitive measures to hurt nigeria too.  "
1024,"5:15pm On Sep 10, 2020 ",nzube89,
1025,,, please which type of bread do they eat mostly in Ivory coast.is it nigeria type of bread or that french long bread
1026,"11:40am On Sep 10, 2020 ",Jamisilatest,
1027,,,"The dramatic and inept response of the CBN to issues raised by the NESG is the latest showcase of the dramatic fall in standards at the important but failing institutionThis a detailed read on the CBN’s poor communication of issues and its costly policies. The first section traces CBN’s poor crisis management between 2015 and 2017, which is similar to its COVID-19 response. The last section focuses on its weak response to the NESG in light of the institutions’ recent publication on issues facing the Nigerian economy. Skip to the sections you want. Pardon errors, rushed and unedited.Earlier in the year, when the impact of COVID-19 was becoming evident, I wrote a thread on how the biggest challenge facing us would be CBN’s communication problem and policies. I have been mostly correct.This prediction was not because I was smart or could see the future. It is simply what you expect from a Bank that has left a trail of communication failings in its wake in the past five years. History might not the best predict the future, but with the current CBN, the thinking seems stuck in the past with no room for new learning.The CBN said there would be no devaluation only to devalue some days later. The Bank has also attacked importers, exporters and BDC operators. This is a playbook from the past and bad policies seem to be on a timeless loop.A Communication Disasterclass between 2015 and 2017Before I go into the CBN’s latest tantrums about NESG’s 15-point highlight of issues facing nigeria, let me talk about the trail of CBN’s communication problems during the last crisis between 2015 and 2017.In February 2015, Premium Times talked about the widening premium at the parallel market after the devaluation in September 2014 was below market expectation. The paper also wrote about how foreign investors, in this case, JP Morgan, complained about illiquidity in the FX markets that deterred the entry and exit of foreign investors. JP Morgan had threatened to delist nigeria from its index, which emerging market investors looked at before making decisions. The CBN responded to both issues, it was important to do so due to capital flows. The CBN Governor stated that the Bank would do everything possible to prevent delisting. In the same month, the CBN devalued from N169/$ to N197/$.Post-2015 elections and after two devaluations (November 2014 and February 2015) driven by the oil price crash in mid-2014, the CBN later decided that a devaluation was a bad thing to do. In the linked article, the position of the President and Vice-President, people who should have no control over monetary policy, was used as justification by the CBN. This reduced liquidity in the market and the Bank implemented capital controls (policies that made it difficult for investors to bring in USD and exit).Much later, JP Morgan eventually delisted nigeria. In classic fashion, the CBN which took measures to prevent an exit, worked with the DMO to release a bombastic circular on how that delisting meant nothing and would have no impact. Much later, the impact would be seen in the record moderation in capital importation into nigeria as foreign investors turned away. The only other time nigeria has had worse investment numbers is this year, no thanks to COVID-19 and the CBN’s poor response.As economic conditions worsened despite the CBN talking down a devaluation, blaming speculators and importers, sponsoring tweets to attack analysts on Twitter and cutting down trees to stem the fall in the currency, the Bank eventually devalued mid-2016 and in early 2017. In early 2017, the CBN created the I&E window to entice foreign investors that they claimed did not matter less than two years earlier. Between 2017 and 2019, the CBN destroyed its balance sheet by selling securities to this same foreign investors to attract USD flows.From going against a devaluation and peddling myths against a devaluation, the CBN adjusted from N197/$ to N365/$ in two years. All along the way, communication was poor and inconsistent and the consequences were dire. Doctors are some times jailed for malpractice, not policymakers who spread poverty and destroy businesses.CBN’s Tantrums at NESG’s Take on Recent Economic ChallengesNow to the important issue. I am sure most of us have read the NESG’s take on recent issues in nigeria. This was a very measured consideration of issues facing nigeria and I am surprised by the CBN’s sensational reaction which would be hilarious if not sad. The quality of the response and the language were disappointing, to say the least. In the following paragraphs, I will walk you through the CBN’s poor understanding of issues and deliberate misrepresentation of facts.On Weak Growth and CBN’s COVID-19 ResponseBelow is what the CBN has to say on the performance of the economy. The major point is that the CBN claims to have staved off a worse performance unlike in India, US, and SA.The CBN says analysts expected a decline in GDP of 7.4% in Q2 but the actual was better at -6.1% due to their measures. This is hilarious because the same CBN expected (PDF: Page 3, last second to the last paragraph) a contraction of just 1.03%. So why is the CBN praising itself for a contraction of 6.1% when they expected a decline of just 1.03%?Also, the CBN tried to imply that nigeria did well because SA’s GDP declined by 52% in Q2. What the CBN did not mention was that SA calculates its growth numbers differently. If you assume the same methodology as nigeria’s, SA’s performance was a decline of around 17%, still bad but obviously way off 52% innit?Finally, it was convenient that the CBN chose countries doing much worse. There are countries likely to have outperformed nigeria in Q2 - peers such as Ghana, Kenya and Egypt.On CBN’s COVID-19 DisbursementsThe CBN claims that its development finance activities are felt by Nigerians and the justification provided is hilarious.You don’t need to be smart to see this as pure nonsense. Who takes credit for disbursing N59.1bn to households and businesses in a country where consumer spending is N107.7tn annually and the contribution of SMEs exceeds 50% (over N70.0tn) of GDP? The Bank’s intervention is clearly too negligible to have an impact, nice try though.On the Inadequacy of Monetary Disbursement to FarmersAt this point, I am convinced the CBN operates in an alternate reality. The Bank is claiming that its intervention programmes have ensured that nigeria is not facing a food crisisThis shows the CBN is disconnected from the reality of the average Nigerian, nor do they take notice of facts available. The latest price watch of the NBS (see image below) as of July 2020 shows that nigeria is indeed in the middle of a food crisis. Or how else do you justify these price changes over a one year period? Food insecurity in nigeria is similar to what is obtainable in war-torn countries, I wrote about it here a year ago. It’s getting worse. One would expect a CBN with an inflation target of 6-9% to know better in a country where inflation is 12.8% and rising.This shows the CBN is disconnected from the reality of the average Nigerian, nor do they take notice of facts available. The latest price watch of the NBS (see image below) as of July 2020 shows that nigeria is indeed in the middle of a food crisis. Or how else do you justify these price changes over a one year period? Food insecurity in nigeria is similar to what is obtainable in war-torn countries, I wrote about it here a year ago. It’s getting worse. One would expect a CBN with an inflation target of 6-9% to know better in a country where inflation is 12.8% and rising.On NESG’s claim that the lending process is not ideal, the CBN noted that there was adequate due diligence and pricing of risk. This is not honest. Many farmers claim not to have received disbursement. Some complain that disbursement is usually slow and after the planting season. And for those with access, the farmers have failed to repay back the loans disbursed under the Anchor Borrower’s Programme, for instance. Premium Times, Business Day and Guardian have all reported it extensively. So why is the CBN claiming that it is a successful programme when loans are not properly disbursed and they are mostly not repaid?Beyond agriculture, even the COVID-19 support offered to businesses and households through Nirsal was disbursed through a poor lending process. There are beneficiaries who allegedly never submitted complete documents but received credit alerts! There is a problem with the CBN’s approach to development financing and there is no evidence that it works.On Trade and border closureI am not surprised that this is the best response the CBN could provide for the extended closure of borders which has had devastating consequences. It is hard to defend poor policies.In an economy with needs for new sources of FX other than from oil, why is it reasonable to ban exports to neighbouring countries? When did it become economic sabotage to export products? A lot of Nigerian manufacturers have been affected by the closure of land borders, including those importing raw materials needed for finished goods that are exported.Then why should the desire to block “harmful and illicit trade” affect “genuine” ones? In what planet does it make sense to impose a 70% tariff on a staple such as rice and also restrict FX for its import? Yet with all these anti-trade policies, if local rice production is still not competitive, shouldn’t this bring about a new approach?What is clear is that it doesn’t make sense to create barriers to imports when domestic production is grossly inadequate. We have seen it with rice, it is also now evident with poultry products, as the CBN’s decision to stop selling FX to maize importers is creating problems.The welfare impact of the border closure is well captured by this snapshot from the World Bank.On the Lack of Clarity on FX, and poor FX ManagementCBN’s management of the FX crisis has not inspired confidence. The failure to adopt a timely adjustment of the exchange rate in the face of reduced FX availability has resulted in a wide premium at the parallel market. The CBN also stopped sales to BDCs and the I&E FX window - what is supposed to be the market-reflective segment - since March 2020. In a market with weak supply and many prices (exchange rates) which create the room for arbitrage, it shouldn’t be hard to see how FX allocation would be inefficient and how economic activities would be disrupted.On Interest Rate Management, Saving and PensionsYou won’t be wrong to think that the economists at the CBN with PhDs probably got their certifications by way of an affidavit with this response.What the NESG alluded to was the challenges with low-interest rates or yields (treasury bills and bonds) in nigeria, with rates on treasury bills around 2-3% and significantly below inflation at around 12.8%. In a country where the currency is losing value, this will result in loss of confidence and saving becomes less attractive to businesses and consumers. However, a high level of domestic saving is needed to boost investment and growth. Similarly, in a country with no safety nets, a negative real return (inflation > interest rates) would affect pension returns and the welfare of retirees in the future.Yet the content of the above image is what the CBN offered as an explanation, redirecting the conversation to its recent policy which reduced interest rate on savings deposits. To be clear, the interest rate on savings deposits has always been poor relative to inflation. Before the latest change to 10% of MPR (the benchmark interest rate for the country) which is 1.25%, it was a minimum of 30% of MPR which was 3.8%. The rate was 4.2% between 2016 and 2020 when MPR was 14.0% while inflation averaged >13.0%. That clearly isn’t the point.The CBN’s claim that because saving must equal investment, deposits must then be close to loans is a reach. The saving must equal investment equation, in theory, is for a closed economy. While our land borders are shut, we are not a closed economy. Saving in that context is also not the same as deposits, nor can loans be close to investment. Saving refers to the part of your income that is not consumed. If I borrow money from Wema Bank and deposit in GTB, does that count as saving too just because it is a deposit? Loans can be for all sorts of uses. It can be used to pay salaries, buy gadgets, purchase clothes, buy machinery, among other uses. But investment is actually spending on durable goods with uses beyond a year. How then should loans be close to investment?Still on the Bank claims that total deposits should be close to total credit. Well, how will this be possible if the mandatory CRR (share of deposits kept with the CBN) is 27.5% while the actual CRR has recently surpassed 50.0% due to arbitrary debits?This has been a long read and I am going to stop here. Clearly, the CBN chose to be sensational rather than react sensibly to the issues raised by the NESG. The CBN demonstrates a poor understanding of issues and tries to mislead with its response to the NESG. There were many other valid issues raised that were unaddressed. Without a doubt, competent people are needed at the CBN.Comments and questions are welcome. You can subscribe and share this newsletter if you find it useful.Source : https://stopsandgaps.substack.com/p/cbn-vs-nesg-the-cbns-communication"
1028,"11:22am On Sep 10, 2020 ",MainblockAngle,
1029,,,Source: https://stopsandgaps.substack.com/p/cbn-vs-nesg-the-cbns-communication
1030,"7:35am On Sep 10, 2020 ",Maxymilliano,
1031,,," Most of the policies put in place by this clueless government  are ill conceived, there's hardly any to point out as being masses-friendly. It's over a year since the border closure, yet despite the supposed increased in revenue generation by the Customs, food insecurity is on the increase and it has been from bad to worse for the masses. Pray, tell, of what use is the border closure when as a government, you can't guarantee food sufficiency in the short run ?"
1032,"11:40am On Sep 08, 2020 ",bamasite2,
1033,,,"NOT JUST NORTH, ALL OVER nigeria! THEY SAY IT IS NOBODY'S MONEY"
1034,"10:42am On Sep 08, 2020 ",onochurch,
1035,,,"GROUP  RALLY  AGAINST  VICES, HARDSHIP AND GOVT. INSENSITIVITY  IN  LAGOS @VONNEWS              In order to press home it's demand for a better society where peace and prosperity reign, a group, the Ambassadors for Peace And  Enlightenment Foundation and micro - Entrepreneurs of nigeria (APEF), recently marched against human rights abuse, poverty and general hardship in Lagos; a protest March which took them through the streets of Lagos.               APEF which comprises of various professionals, such as journalists and lawyers have remained a strong Voice against all forms of injustice and Leadership, a misclemeanor since its inception organised this latest protest due to the heightening difficulty in nigeria, especially Nigerians who are still enmeshed in the challenges imposed by the pandemic lockdown.                                 The president of APEF, Comrade Prince Saviour while addressing the media men during the protest said that the untold hardship caused by border closure, and the failure of govt to address the causes of suffering gave rise to the protest, stressing that nigeria's inability to create an enabling environment where industries can grow for employment and the manufacturing of goods for export and local use has resulted to the increase in crime. Nigerians have to  survive with a currency with little or no value.              Speaking further, he noted that the time for the masses to arise and stage a unified protest is now, when the cost of living is so biting, pointing that it is inexplicable and quite unacceptable that this administration has imposed more pain on citizenry by hiking petroleum and power  tariffs, at a time when the pandemic has forced many firms to close down, and  many out of job.              Emphasising the role APEF has played in economic empowerment, rights enlightenment and entrepreneural development, he asserted that APEF has been recognised by the Lagos State Ministry of Education which has already written the organization to be free to train schools on human rights.               Finally he urged government to look in the direction of the challenges emanating from border closure, and to see how opportunities for employment can be enhanced, especially through the agro sector which holds, numerous benefits economically, condemning the recent increase of the pump price of petrol, as  well as the electricity tariff hike which they noted as signs of government insensitivity to the plights of the people.By  Onome Naomi"
1036,"7:26am On Sep 08, 2020 ",Chicastle,
1037,,,So we can not have flood in peace again?FG. Now is flood
1038,"6:53am On Sep 08, 2020 ",Guyman02,
1039,,,"FG wants to use floods as a cover for its ungrounded assertion that nigeria is now self sufficient in rice production leading to closure of the border and ban on rice importation.The reality is that many of these farmers in the North collected a lot of money from CBN under the Anchor Borrowers Scheme for Rice production and over here in the North many don't like repaying Govt loans as it is seen as share of the national cake for all, it means the farmers can now declare Force Majeure (Act of God beyond human control) and the loans will be classified as 'bad debt'"
1040,"6:56pm On Sep 07, 2020 ",SuperSupremo,
1041,,,"Only a fool will believe one can dash another what he does not have and can only dream of,get sense ok.....Ghana had it's Electricity producing dam before nigeria gained independence,nigeria cannnot even give a 4 hour  lights on to its citizens but can give Ghana electricity,Omo Werey!!!I wonder how dumb about 90% of Nigerians believe this poo,It's only recently Ghana purchased some additional power plants to support its main dam and that plants uses gas so that made Ghana buys gas from nigeria to power them,even now Ghana has established its own gas productions but growing steadily till they no more buy gas abroad,if gas is electricity then nigeria should be as shinny as Ghana since they have it in abundance"
1042,"6:35pm On Sep 07, 2020 ",MrMcJay,
1043,,,Better don't let nigeria deprive Ghana of electricity. They are still reeling from the border closure.
1044,"5:02pm On Sep 07, 2020 ",surgical,
1045,,,"my brother to shock you the man is not borrowing only money,he has started borrowing grains,rice,beans,corn,from ECOWASDespite his claim that border closure has made nigeria self sufficient in riceThe man is simply a disaster."
1046,"4:54pm On Sep 07, 2020 ",EMEKUSBOY9,
1047,,,God bless u my brother
1048,"3:54pm On Sep 07, 2020 ",ChocolateHigh,
1049,,, can i message you privately?I have over a million naira waiting to relocate to ivory coast
1050,"1:57pm On Sep 07, 2020 ",Rupect,
1051,,,"You're great Emeka, Ivory coast is cool to stay I advice anyone coming to plan it from next year so that this their coming election by October would have been over.Business is quite good here also. More especially auto parts, computers and phone accessories. But plan to source your goods from china, Dubai, South Korea etc because the border closure affected those sourcing from nigeria market."
1052,"5:11pm On Sep 06, 2020 ",Appswheel,
1053,,,"WAKE ME UPCan we hold a summit where the Past Head of States, Presidents and Ministers who are still alive from nigeria's Independence to date give an account of their stewardship, a summary of their core achievements? This is with a view to discover the missing link, where and when we got it all wrong – Water, Education, Power, Agriculture, Health, Manufacturing, National Institutions. When was the last time you watched a Nigerian Television Authority (NTA) Programme, was there any noticeable improvement from what you have known it to be? Did nigeria ever show the promise of a great nation? As an optimist, I sometimes struggle to see how the nigeria of my dreams will be birthed. The late erudite Professor, Pius Adesanmi once wrote that the reason why he published articles on the Nigerian state was for Archeology purposes, to show that not all Nigerians looked away when her leaders showed no vision and sailed with the wind. It is the same with this article, it is to register my displeasure on how our Nation is being run.The reality of the Nigerian state is best described as a Nightmare. How did we end up being represented by ill-equipped and self-serving individuals? To use the current leadership as an example, how did a supposed Integrity hero manage to head a government whose legacies reek of corruption and corrupt practices? How did successive generations manage to sow discord and hate in their young? A visit to the politics thread on Nairaland (nigeria's most visited online forum) reveals the deep hatred the Igbos and the Yorubas have for one another. For how long will nigeria remain a bad dream? The realities of Covid-19 forced our leaders to have a taste of their evil deeds; some of them did not survive the border closure. Ironically, the typical Nigerian politician will not learn any lesson from the COVID experience. They are waiting for COVID to pass and get back to their normal way of life. A letter recently credited to the First Lady, after her return from a medical-related trip confirms this position.If the Nigerian story was a movie, the scriptwriter would have won multiple awards for documenting a brilliant horror story and the actors recognized for a flawless show of evil, ruthlessness and terror – with exception to a few actors.The Major political parties are structured to present undesirable candidates for elective positions, leaving the electorate a hard job of choosing between the devil and the deep blue sea. Our electoral laws and set up makes it difficult for private candidates to have any chance at the polls. For a long time, our education system remains on life support. This is not for a lack of Educational Policies, but a lack of implementation and leadership. The realities of COVID-19 underscore the importance of ICT Infrastructure to support blended learning. These infrastructures are non-existent in our tertiary institutions, needless to say in the public Secondary and Primary institutions. Undoubtedly, we need a revolution to birth the nigeria of our dreams. Be part of this revolution by being a good leader and citizen in whatever position you find yourself. Do not abuse your office; use your influence for the common good. Lead from the front; be accountable and transparent in your dealings. More importantly, a critical mass of the Nigerian Stakeholders must come together to set up mechanisms to engage and hold our leaders to account across board – at the Local, State and Federal levels.The tragedy of the Nigerian nation is one of leadership, men and women best described as mediocre with no moral pedigree continue to dominate and dictate how our nation is run. Their strategy is simple but it continues to work, to ride on the people and divide them along the fault lines of ethnicity and religion whilst plundering our national and collective wealth. nigeria has been a bad dream and Nightmare.Please, Wake me up. Wake me up."
1054,"4:57pm On Sep 06, 2020 ",Enwhen,
1055,,,"Because of the border closure , the custom is combing many forest to block the loop holes use by smugglers , as such, they have been encountering these terrorists guys and have lost many of their personel on gun battle with those stupid Islamic idiots... presently they have more useful info than the NGpolice , if the police will be ready to enter those forest...the army is over stretched... Don't call it fake News.. the US, France said it some months back that the terrorists are spreading across nigeria .... Some of them are brutal Fulani bororos from Mali, Senegal, CAR, Keyan... The earlier the security agencies spring into action the better for our people ... I know nigeria system always wait for seen is believing but the masses , always pay for it... I can attest to that of Kogi State , those ones are very brutal, they are currently strategizing, recruiting, and training , when they are done ...Hmm, may God help innocent masses...i believe some leaders have hands in it, do to the fact we have , that's why we haven't gone to drop this info to the appropriate authority... But in less than two years they will surely strike."
1056,"4:52pm On Sep 06, 2020 ",Omooba77,
